	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
4159	1802915	1802915:44	CODESNIPPET_JAVA1 .	o	['Usability']					21	22
1996	6457003	6457003:26	 ...?	p	['Others']		explain			7	90
2404	7358775	7358775:93	Qt has been developed by people who understand UI and the desktop while SWT has been developed out of necessity to make Eclipse faster.	p	['Others']					137	76
946	326390	326390:94	 by Oscar Reyes** This is the (simplified) underlying code on the cited library: CODESNIPPET_JAVA2 .	o	['OnlySentiment']					102	137
2007	20639844	20639844:10	3.	o	['Others']					4	89
2630	26458	26458:66	Most of our hand-written code concerned itself with connecting events to actions, simply asking the layout for the relevant controls.	o	['Performance', 'Usability']					135	69
110	5059224	5059224:26	You read the document with a class that implements a interface to javax.xml.bind.Unmarshaller (you get a class for this from JAXBContext.newInstance).	o	['Bug']					152	283
178	35785	35785:28	With the following caveats: As with normal Java serialization coding and decoding run over a InputStream and OutputStream the process uses the familar writeObject and readObject methods In contrast to normal Java serialization the encoding but also decoding causes constructors and initializers to be invoked encoding and decoding work regardless if your class implements Serializable or not transient modifiers are not taken into account works only for public classes, that have public constructors For example, take the following declaration: CODESNIPPET_JAVA1 .	o	['Community', 'OnlySentiment']					566	246
4272	2971315	2971315:86	@fuzzy, I agree, specially when you know what the size of the final string would be ( aprox ) .	o	['Usability']					97	19
2019	20639844	20639844:22	Do the work now, it'll last (forever?	o	['Others']					39	89
915	326390	326390:63	Very similar to the one use by Ritche_W .	o	['OnlySentiment']					43	139
622	1359689	1359689:27	Scott, isn't the link in the comment just above yours enough for you?	o	['OnlySentiment']					71	162
2932	507391	507391:16	You'll find it's performance compared to ActiveMQ is _extremely_ good.	p	['Portability']					72	61
2556	5905334	5905334:1	Is this GUI threadsafe (Using Swing)?	o	['Others']					39	71
1001	326390	326390:149	Be aware when using CODETERM1 the returned integer does not have to represent the actual file size, but rather the guessed amount of bytes the system should be able to read from the stream without blocking IO.	p	['Others']					211	133
1937	408820	408820:63	3.	p	['Others']					4	91
1478	628416	628416:5	Can be implemented using ACEGI.	o	['Others']					33	108
2216	333690	333690:49	It could also be the languages and media types you prefer to receive as a response: CODESNIPPET_JAVA2 .	o	['Others']					105	82
2808	2994304	2994304:70	swing+javafx+wpf+qml [1-out-of-120-questions] on StackOverflow is about Swing!	o	['Performance']					80	64
3994	12094564	12094564:21	It can greatly help in migrating log4j.properties to logback.xml.	o	['Usability']					67	29
669	1109307	1109307:13	To allow sending files between both computers, each computer will need to run the server (receiving code) to listen for incoming files, and they will both need to run the sending code when they want to send a file.	o	['OnlySentiment']					216	158
3893	660609	660609:39	What you want to do with the parsed SQL?	o	['Usability']					42	33
3580	309424	309424:75	@Guillaume Cot I guess the message here is that you never should be fine with the default encoding, since you cannot be sure of what it is, depending on the platform the java code is run on.	o	['Usability']					194	42
1963	408820	408820:89	 swing componets are light weight.	o	['Others']					36	91
2990	1229273	1229273:31	There are other differences, some inherited from GlassFish v2 like the graphical admin console, or the admin CLI.	o	['Security']					115	59
173	35785	35785:23	URL_http://xmlbeans.apache.org/ [XMLBeans] works great if you have a schema for your XML.	p	['Bug']					91	250
1846	5828625	5828625:7	_**I never heard such thing and still developing swing apps.	o	['Others']					62	94
4476	309424	309424:184	2) contains an error, it adds always null at the end of the string as you are always makeing one more step then necessary.	o	[u'Portability']					126	4
4259	2971315	2971315:73	 Just for who is curious, this is what the compiler does for this class: CODESNIPPET_JAVA4 .	o	['Usability']					94	20
3573	309424	309424:68	Of course, you could choose other character encodings besides UTF-8.	o	['Usability']					70	43
3141	338586	338586:130	also, it has dependencies.	o	['Usability']					28	55
4363	309424	309424:71	IOUtils.toString is deprecated.	o	['Usability']					33	12
2159	8938752	8938752:57	Why take the whole kitchen sink when all you need is the tap?	p	['Others']					63	84
2232	333690	333690:65	We would like also to point that the firstSteps tutorial is not a tutorial on REST but on the programmation with Restlet.	o	['Others']					125	81
1971	6457003	6457003:1	Merits of Java applet for web applications.	o	['Others']					45	90
603	1359689	1359689:8	I have no idea why this happens but will be great if someone can explain why?	o	['Legal']					79	164
2024	20639844	20639844:27	right?	o	['Others']					8	89
3103	338586	338586:92	I could list many, many more features :-).	p	['Security']					44	56
1755	5802639	5802639:6	Adapting this entity to NOSQL: CODESNIPPET_JAVA3 .	o	['Others']					52	97
2934	507391	507391:18	HornetQ 2.0.0.GA is out in the next week.	o	['Portability']					43	61
92	5059224	5059224:8	Performance, quality of API, something else?	o	['Bug']					46	296
4089	354837	354837:77	Java logging is not my favorit, but this could be because i use log4j from the beginning.	o	['Usability']					91	25
914	326390	326390:62	 Parameters: CODETERM2 \- the file to read, must not be null Returns: the file contents, never null Throws: - CODETERM3 \- in case of an I/O error Since: Commons IO 1.3.1 by Oscar Reyes** I've found the code used ( indirectly ) by that class: URL_http://www.docjar.com/html/api/org/apache/commons/io/IOUtils.java.html [IOUtils.java] under URL_http://www.apache.org/licenses/LICENSE-2.0 [Apache- Licence-2.0] CODESNIPPET_JAVA2 .	o	['OnlySentiment']					429	139
1176	992019	992019:24	I might not need to do the Java side after all.	o	['Others']					49	123
3967	462566	462566:43	Libraries like JCL and SLF4J were originally designed for people who write libraries and do no want to lock their clients into a particular logging framework.	o	['Usability']					160	30
4337	309424	309424:45	s.next() : ; }.	o	['Usability']					19	15
1203	992019	992019:51	It is referring to PKCS PBKDF2 (Password-Based Key Derivation Function 	o	['Others']					73	121
317	410890	410890:106	You may want to refer to URL_http://stackoverflow.com/questions/271526/how-to- avoid-null-statements-in-java#271874 [this-question-about-avoiding-!=-null] .	o	['Compatibility']		unhappy with suggestions			158	206
2578	26458	26458:14	IDEA stores the information in a separate file which means you have to use IDEA to edit the layout visually later.	o	['Others']					116	71
3195	338586	338586:184	You might want to list some of the nice features, since there are so many alternatives -- project page lists many, although most exist in other libs as well.	o	['Usability']					159	54
611	1359689	1359689:16	I guess MSDN spoiled us.	n	['Legal']					26	163
3702	309424	309424:197	make sure to close the streams at end if you use Stream Readers CODESNIPPET_JAVA1 .	o	['Usability']					85	39
1154	992019	992019:2	I need to implement 256 bit AES encryption, but all the examples I have found online use a KeyGenerator to generate a 256 bit key, but I would like to use my own passkey.	o	['Others']					174	124
3503	3409608	3409608:53	Could it be related to the fact that the code is executing in Eclipse?	o	['Usability']					72	45
98	5059224	5059224:14	SAX Parser: Solely to read a XML document.	o	['Bug']					44	291
2303	221442	221442:57	Could be a interesting project for creating REST servers and clients.	o	['Others']					71	79
689	1109307	1109307:33	If not, you can use something like URL_http://tjws.sourceforge.net/#download [Tiny-Java-Web-Server] .	o	['OnlySentiment']					103	156
1474	628416	628416:1	JAAS for human beings.	o	['Others']					24	108
1430	4991084	4991084:22	Much nicer than defining them in web.xml.	p	['Others']					43	111
3016	338586	338586:5	One thing that'd help is to explain in which ways you want alternative to be better -- more functionality, more convenient, more efficient, better documentation or something else?	o	['Security']					181	58
3705	309424	309424:200	That's a good point alex!.	n	['Usability']					28	39
846	2356137	2356137:84	While I haven't tested, I imagine it perform faster than whatever Java IO implementation you could come up with.	p	['OnlySentiment']					114	143
2522	7358775	7358775:211	toedter.com JCalendar.	o	['Others']					24	72
1159	992019	992019:7	URL_http://java.sun.com/developer/technicalArticles/Security/AES/AES%5Fv1.html [Code-taken-from-here] I was actually padding the password out to 256 bytes, not bits, which is too long.	o	['Others']					186	123
4064	354837	354837:52	@Huxi, I maintain that the Calendar API was worse.	o	['Usability']					52	26
1373	1410408	1410408:3	for example: _Lets meet next tuesday at 5 PM at the beach._ So the output will be something like : _Lets meet 15/09/2009 at 1700 hr at the beach_ So basically, what i want to know is that there any framework or library available for JAVA to do these kind of operations like parsing dates from a sentence and give a output with some specified format.	o	['Others']					355	113
4195	2971315	2971315:9	 If your string can change, and will be accessed from multiple threads, use a CODETERM12 because CODETERM13 is synchronous so you have thread-safety.	p	['Usability']					151	21
4147	1802915	1802915:32	You should throw an IllegalArgumentException if (length < 0).	o	['Usability']					63	22
3170	338586	338586:159	I can't find the documentation re the JDK it supports.	o	['Usability']					56	54
4399	309424	309424:107	I just think it's important to have a good reason to avoid libraries and that the reason is a valid one, which there very well could be :).	p	[u'OnlySentiment']					141	9
1063	1522143	1522143:20	In order for the JCE to allow your provider, you will have to apply to Sun for a certificate, basically faxing them a signed statement that you are aware of the US export restrictions on crypto libraries.	o	['Others']					206	128
1959	408820	408820:85	 swing component provide much flexible user interface because itfollow model view controller(mvc).	o	['Others']					100	91
943	326390	326390:91	Change the initialization statement to Scanner scanner new Scanner((Readable) new BufferedReader(new FileReader(file)));.	o	['OnlySentiment']					123	137
523	5415111	5415111:9	The ones I'm aware of are: URL_http://docs.codehaus.org/display/JETTY/Jetty+HTTP+Client [Jetty] , URL_http://hotpotato.biasedbit.com/ [hotpotato] , and URL_https://github.com/sonatype/async-http-client [AsyncHttpClient] .	o	['Documentation']					223	172
1353	5571519	5571519:20	2.	p	['Others']					4	114
4266	2971315	2971315:80	It is NOT generally a good practice to use a StringBuilder to do String concatenation on the right-hand side of the assignment.	n	['Usability']					129	19
2667	26458	26458:103	V6.5 is excellent and realy improved over v5.	p	['Performance']					47	69
2445	7358775	7358775:134	If your aim is professional desktop application, make sure it delivers what you need.	o	['Others']					87	75
1620	3451935	3451935:6	I am looking at using some NoSQL database and I am looking for one with the following requirements.	o	['Others']					101	102
1213	992019	992019:61	Second, enabling jasypt is a non-goal.	n	['Others']		clarification			40	121
3458	3409608	3409608:8	These threads use a common, synchronized file writer instance to actually write the files to disk.	o	['Usability']					102	46
1673	3451935	3451935:59	Additionally the client interface to the DB is a pleasure to work with.	n	['Others']					73	101
912	326390	326390:60	 Reads the contents of a file into a String using the default encoding for the VM.	o	['OnlySentiment']					84	139
4352	309424	309424:60	You really, should be using IOUtils.copy(inputStream, writer, encoding); unless you really, know what you're doing, which people never do with character encoding related programming.	o	['Usability']					184	13
1275	992019	992019:123	Take heed.	o	['Others']					12	117
1152	49473	49473:20	The J2ME version is not thread safe.	n	['Others']					38	124
2021	20639844	20639844:24	Maybe I'm not following correctly.	o	['Others']					36	89
2120	8938752	8938752:18	JAX-RS is a very well designed API that makes mapping HTTP requests to methods, extracting parameters from various parts of a HTTP request, handling content negotiating, and many other low level tasks very easy.	p	['Others']					213	85
3710	309424	309424:205	Please note, according to Java docs, the available() method might not work with InputStream but always works with BufferedInputStream.In case you don't want to use available() method we can always use the below code CODESNIPPET_JAVA2 .	o	['Usability']					237	39
1202	992019	992019:50	Yes, that is the PBKDF2 of the SecretKeyFactory algorithm name.	o	['Others']					67	121
1209	992019	992019:57	in the database, why not just use 'PBEWithMD5AndDES' and append the salt to the encrypted text, after loading u can strip the salt and use it for decryption.	o	['Others']					159	121
3049	338586	338586:38	This is very common in some scenarios (JPA/JDO objects being serialized to JSON...).	o	['Security']					86	57
970	326390	326390:118	This is it and if I didn't scroll down and down and down, I would have missed it.	p	['Others']					83	135
2322	7358775	7358775:11	 URL_http://en.wikipedia.org/wiki/Java_Swing [Swing] Based on AWT as previously stated.	o	['Others']					89	78
1102	49226	49226:10	It supports Key lengths of 128, 192, or 256 bits.	o	['Others']					51	126
2023	20639844	20639844:26	google, github, etc.	o	['Others']					22	89
1739	3232842	3232842:17	Hector is mavenized.	o	['Others']					22	98
2915	4097567	4097567:27	It was a BIG pain to resolve that strange conflict !	n	['Portability']					54	61
1481	628416	628416:8	Other users have provide some very useful links above so I am not going to bother with links.	n	['Others']					95	108
3122	338586	338586:111	Jackson is also easy to use.	o	['Usability', 'Portability']					30	55
1654	3451935	3451935:40	In this case, you don't want to use flat files because when you say NoSQL you mean something specific -- redis.	o	['Others']					117	101
333	922779	922779:6	How can we enable secure debugging?	o	['Documentation', 'Bug']					37	204
1035	326390	326390:183	Problems with this code: 1) Stream is left open when there's an exception.	n	['Others']					76	130
439	395401	395401:34	Only if collection contains user defined objects , then you need to implement toString() in user defined class to display content.	o	['Documentation']					132	185
2215	333690	333690:48	The example below how to set some preferences in your client call, like a referrer URI.	o	['Others']					89	82
452	3125927	3125927:4	Looks like the URL has changed.	o	['Documentation']					33	184
1855	5828625	5828625:16	I guess I was confused about the whole thing.	n	['Others']		used			47	94
935	326390	326390:83	I think this is the best way.	p	['OnlySentiment']					31	138
2616	26458	26458:52	Also, the code it generates is easily readable.	n	['Performance', 'Usability']					49	70
469	1728020	1728020:13	As soon as either happens the client opens a new connection.	n	['Documentation']					62	181
4504	309424	309424:212	JDK 7/8 answer that closes the stream and still throws an IOException: CODESNIPPET_JAVA1 .	o	[u'Usability']					92	4
4191	2971315	2971315:5	So when the application needs to be run only in a single thread then it is better to use CODETERM7 .	p	['Usability']					102	21
621	1359689	1359689:26	Can you show some example code perhaps?	o	['OnlySentiment']					41	162
4460	309424	309424:168	newlines are gone after this.	o	[u'Performance']					31	5
3235	1688099	1688099:38	For some reason it made me chuckle.	n	['Usability']		clarification			37	52
3721	309424	309424:216	UTF-8,the JDK will take the default encoding that is taken from System.getProperty(file.encoding,UTF-8); CODESNIPPET_JAVA1 .	o	['Usability']	author				130	38
12	15936368	15936368:15	Resulting term should look like this: node=//xs:element[@name='bar-date'].	o	['Bug', 'Usability']					78	518
2585	26458	26458:21	An example of that dependency is the storing of string literals used for display (like label text).	o	['Performance', 'Community']					101	71
4445	309424	309424:153	Works well on Android in comparison with other answers which work only in enterprise java.	o	[u'Others']		explain suggestion			92	6
1233	992019	992019:81	Trying to implement this with Doug's code below.	o	['Others']					50	119
1050	1522143	1522143:7	I wanted to start my tool with some historical ciphers.	o	['Others']					57	130
3940	462566	462566:16	It's a new area for me which I'm eager to improve myself in.	n	['Usability']					62	31
2573	26458	26458:9	@Will - If this question is closed, what happens to the bounty?	o	['Others']					65	71
3661	309424	309424:156	What on earth do you copy...???	n	['Usability']					33	40
732	3775694	3775694:12	It might work if you reverse the folder list first.	o	['OnlySentiment']					53	153
2	15936368	15936368:3	The purpose is simlply to remove timezone data from the element when unmarshalling data.	o	['Bug', 'Legal']					90	680
1283	992019	992019:131	A 16-byte random initialization vector is also applied so each encrypted message is unique.	o	['Others']		unhappy with suggestions			93	117
555	5415111	5415111:41	 If HC 4.0 was perfect then that would be a good point, but it is not.	n	['Documentation']					73	169
3389	5536458	5536458:42	XML is fully supported in standard library.	p	['Usability']					45	48
1164	992019	992019:12	Yes, but this automatically generates a key ... but since I want to encrypt data between two places, I need to know the key beforehand, so I need to specify one instead of generate one.	o	['Others']					189	123
1587	268129	268129:69	However, this will require some amount of changes in our code, so we're not going to fully implement that solution right now.	o	['Others']		cannot suggest			127	104
3590	309424	309424:85	However, I believe this is a very rare use case.	o	['Usability']					50	42
2016	20639844	20639844:19	Wouldn't Oauth2 be an overdo for this?	p	['Others']		explain			40	89
2468	7358775	7358775:157	Not sure if this just wasn't true at the time of writing, but the JavaFX site states that it supports Linux.	o	['Others']					110	74
2710	26458	26458:146	 and Custom GUI Components**The extensible Component Palette comes with pre-installed Swing and AWT components and includes a visual menu designer.	o	['Performance']					149	67
4428	309424	309424:136	I would hazard a guess that any performance loss would be small, or could be handled by every once in a while logging them to a file and destroying the old String obj's.	p	[u'Others']	User-asker	unhappy with suggestions	cannot generalize		171	6
680	1109307	1109307:24	@jjinguy, yes but how is the sender supposed to know port to send the packet to such that it will be correctly routed?	o	['OnlySentiment']					120	157
2155	8938752	8938752:53	ServletContainer class will take care of this (parsing url in it's service method) and there are lots of other classes also which will make your task easier.	n	['Others']					159	84
3619	309424	309424:114	Sometimes speed is of the utmost importance and is a hard requirement.	o	['Usability']					72	41
1619	3451935	3451935:5	In fact, the relational requirements are fairly small.	o	['Others']					56	103
3513	309424	309424:8	I tend to use a set of helper classes that do it once for me, so I don't need keep referring to Google or even StackOverflow for the answer.	o	['Usability']					142	44
1310	992019	992019:158	However, if I am decrypting using a different instance of the AESEncrypter, the decrypted file tends to have some issues in the first few bytes (9 bytes).	o	['Others']					156	116
3511	309424	309424:6	Boy, I'm absolutely in love with Java, but this question comes up so often you'd think they'd just figure out that the chaining of streams is somewhat difficult and either make helpers to create various combinations or rethink the whole thing.	n	['Usability']					245	44
2544	7358775	7358775:233	Good to know!	p	['Others']					15	72
3509	309424	309424:4	What is the easiest way to take the CODETERM5 and convert it to a CODETERM6 ?	o	['Usability']					79	44
3947	462566	462566:23	Now, you just need to use slf4j-logj12.jar to have commons logging and slf4j use log4j (or anything else you chose; btw, logback doesn't need an additional library to be used with slf4j) as a backing engine.	o	['Usability']	User-supporter	support suggestion			209	31
4464	309424	309424:172	For example, if you're getting the body of an HTTP request via it's just request.getReader() )**.	o	[u'Performance']					99	5
3694	309424	309424:189	In order to make your code work, I had to use this.getClass().getClassLoader().getResourceAsStream() (using Eclipse with a maven project).	o	['Usability']					140	39
3688	309424	309424:183	Ranks: Approach Approach - 2.6% slower than Approach - 4.3% slower than Any of these approaches is an appropriate solution for grabbing a response and creating a String from it.	n	['Usability']					179	39
78	2129375	2129375:52	But this is also for transforming into well XMLs.	p	['Bug']					51	310
1917	408820	408820:43	 .	o	['Others']					4	92
3262	1688099	1688099:65	If, by any change, you are in an application which already uses URL_http://restfb.com/ [ URL_http://restfb.com/ ] then you can do: CODESNIPPET_JAVA1 .	o	['Usability']					152	52
2985	1229273	1229273:26	 GFv3 supports JavaEE 6; JBoss 5 supports Java EE 5.	o	['Security']					54	59
867	326390	326390:15	It is safest to apply to files that you know to be small relative to the available memory.	p	['OnlySentiment']					92	142
1916	408820	408820:42	 Another statement which i saw is that is MVC based and awt is not.	o	['Others']					69	92
1515	628416	628416:42	From the same author is URL_http://raymondkng.sys-con.com/node/171477 [JAAS- in-the-Enterprise] , which is an older article but provides a lot of historical background on why the Java SE (JAAS) and Java EE models diverged the way they did.	o	['Others']					241	107
4157	1802915	1802915:42	Now for my over engineered solution.	o	['Usability']					38	22
1857	5828625	5828625:18	That's a very unfortunate name for Swing.	o	['Others']					43	94
4469	309424	309424:177	again no encoding.	o	[u'Performance']					20	5
3572	309424	309424:67	Apache Commons allows: CODESNIPPET_JAVA1 .	o	['Usability']					44	43
72	2129375	2129375:46	you probably want to look at doing something like running Mozilla in headless mode.	o	['Bug']					85	313
3740	7250741	7250741:8	You would still have to extract the database structure yourself though this is fairly straight forward using URL_http://www.roseindia.net/jdbc/Jdbc-meta-data-get-tables.shtml [jdbc] .	p	['Usability']					185	38
1340	5571519	5571519:7	And are you willing to use any libraries at all, such as machine learning?	o	['Others']		explain			76	115
1270	992019	992019:118	After reading through erickson's suggestions, and gleaning what I could from a couple other postings and this example URL_http://cs.saddleback.edu/rwatkins/CS4B/Crypto/FileEncryptor.html [here] , I've attempted to update Doug's code with the recommended changes.	n	['Others']					264	118
2483	7358775	7358775:172	It is not related to Swing and AWT at all.	o	['Others']					44	74
4148	1802915	1802915:33	(Even java.lang.NegativeArraySizeException is better.	p	['Usability']		suggestion			55	22
1967	408820	408820:93	 swing component is platform independent.	o	['Others']					43	90
2255	221442	221442:9	This is an old question (2008) so there are many more options now than there were then: CXF** has three different URL_http://cxf.apache.org/docs/jax-rs-client-api.html [REST-Client-options] (mentioned above).	o	['Others']					210	80
2972	1229273	1229273:13	GlassFish has more super-high-end entrprise add-ons, like HA-Database, that storesuser session on a cluster in Database, not in memory, so the full failover ispossible, whatever disaster would happen 6.	p	['Security', 'Usability']					204	59
1985	6457003	6457003:15	In such a context, the applet serves as a mechanism for accessing the JCA libraries in Java, apart from accessing the USB store.	o	['Others']					130	90
3368	5536458	5536458:21	In that case I would serialize as text.	o	['Usability']					41	49
2279	221442	221442:33	Let us know your feedback about the same.And feel free to log issues or expected features.	o	['Others']					92	79
2518	7358775	7358775:207	But as you said, either will integrate seamlessly with Swing.	o	['Others']		explain suggestion			63	73
1009	326390	326390:157	It works with any reader or input stream (not just with files), for example when reading from a URL.	o	['Others']					102	132
1851	5828625	5828625:12	Blah blah...' It suggests to use the netbeans platform instead (which I suppose answers my question, but I have no idea what the netbeans platform is).	o	['Others']					153	94
2838	483379	483379:15	Or may be configure it to be less memory-hungry?	o	['Performance']					50	63
850	2356137	2356137:88	Yes.	n	['OnlySentiment']					6	143
950	326390	326390:98	Has extra spaces and where do you close the inputstream?	o	['OnlySentiment']					58	137
2938	507391	507391:22	It's deeply frustrating.	n	['Portability']					26	60
1720	3451935	3451935:106	There's no need for ALL CAPS.	p	['Others']					31	99
1103	49226	49226:11	The URL_http://www.hoozi.com/Articles/AESEncryption.htm [algorithm] is simple.	p	['Others']					80	126
2365	7358775	7358775:54	Both are SWT based and provide UI features and helpers that would be tedius to implement in native SWT.	p	['Others']					105	77
2870	483379	483379:47	Yeah, gotta admit: even though the answer may have covered what you've done, downvoting it and then lambasting the poster leaves me thinking you're on your own buddy.	n	['Performance']					170	62
656	1359689	1359689:61	@Troelsen yes correct!.	n	['OnlySentiment']					25	159
2732	26458	26458:168	The frustration of dealing with screen builders and filling out all those property sheets is too much for me.	o	['Performance']					111	66
3900	660609	660609:46	You will need pull it apart to use it for something other than Derby.	o	['Usability']	User-to-author				71	33
4022	354837	354837:10	Regardless of everything else, slf4j is extremely useful.	p	['Usability']					59	28
2663	26458	26458:99	I usually use a bunch of high-level classes built from more basic widgets and wire my UI from that.	p	['Performance']					101	69
1264	992019	992019:112	AES-128 is good.	p	['Others']					18	118
88	5059224	5059224:4	I haven't evaluated dom4j by myself but just wanted to know - Do java has other (Good) open source xml parsing library?	o	['Bug']					121	300
441	395401	395401:36	CODESNIPPET_JAVA1 .	n	['Documentation']					21	185
431	395401	395401:26	This isn't a full-blown implementation, but just a starter.	o	['Documentation']					61	187
1601	268129	268129:83	You could, setup a third 'business logic' server that has a remote api which your two web apps could call.	o	['Others']					108	103
2834	483379	483379:11	The requests are all smaller than 40K.	o	['Performance']					40	64
4455	309424	309424:163	Isn't there a reader.close() missing?	o	[u'Performance']		suggestion			39	5
2416	7358775	7358775:105	That leaves you with SwingX.	o	['Others']					30	75
901	326390	326390:49	 Google cached the site at URL_http://webcac he.googleusercontent.com/search?q=cache:bugs.sun.com/bugdatabase/view_bug.do%3 Fbug_id%3D4715154.	o	['OnlySentiment']					145	140
1611	19923498	19923498:4	Is your question about the locale (language) or the timezone?	o	['Others']					63	103
947	326390	326390:95	 (by Jonik): The above doesn't match the source code of recent Guava versions.	n	['OnlySentiment']					80	137
2294	221442	221442:48	I'd like to point out 2 more options: URL_http://restfulie.caelum.com.br/ [Restfulie] , based on the VRaptor web framework, has both server and client side implementations with very good Hypermedia support.	p	['Others']					208	79
777	2356137	2356137:15	It will only become interesting when you've hundreds of threads running on the same file.	p	['OnlySentiment']					91	149
1265	992019	992019:113	NIST recommends it for applications through 2030.	p	['Others']					51	118
4268	2971315	2971315:82	Furthermore, your example of a + b would be compiled into a single literal ab but if you used StringBuilder it would result in two needless calls to append().	o	['Usability']					166	19
3075	338586	338586:64	CODESNIPPET_JAVA2 .	p	['Security']					21	57
1095	49226	49226:3	I investigated into javax.crypto package and found that there are certain Cipher names, like PBEWithMD5AndDES or PBEWithSHA1AndDESede which provides encryption upto 56 bit and 80 bit ( URL_http://en.wikipedia.org/wiki/DESede [ URL_http://en.wikipedia.org/wiki/DESede ] ).	o	['Others']					273	127
4218	2971315	2971315:32	If your CODETERM15 is going to be less than 10k then initialize it with the constructor to 10k to be safe.	o	['Usability']					108	21
2649	26458	26458:85	I always thought that JDeveloper's generated code is more understandable.	p	['Performance']					75	69
2154	8938752	8938752:52	Bu if you are using framework like jersey then u don't have to worry about those parsing patterns and other similar tasks.	o	['Others']					124	84
2703	26458	26458:139	it have following feature Swing GUI Building**Design Swing GUIs by dragging and positioning GUI components from a palette onto a canvas.	o	['Performance']					138	67
1987	6457003	6457003:17	When implemented correctly, applets like any client-side security scheme will increase the security posture of an application.	o	['Others']					128	90
3461	3409608	3409608:11	Each downloader thread downloads a chunk (buffered) and uses the file writer to write to disk: CODESNIPPET_JAVA2 .	o	['Usability']					120	46
2206	333690	333690:39	 	o	['Others']					3	82
124	5059224	5059224:40	+1 - Just because a standard is 5 years old doesn't mean implementations of that standard don't continue to release new versions which are faster, more robust, and contain extensions.	p	['Bug']					185	275
4398	309424	309424:106	Sorry, after re-reading my comment, it comes off a little arrogant.	o	[u'OnlySentiment']					69	9
2194	333690	333690:27	It sounds like you could use a solid understanding of the fundamentals of REST, and for that I _highly_ recommend URL_http://rads.stackoverflow.com/amzn/click/0596529260 [RESTful-Web-Services] by Leonard Richardson and Sam Ruby.	p	['Others']					230	82
3980	12094564	12094564:7	For some projects we put together, logging framework was more driven by the open source frameworks we were using.	p	['Usability']					115	30
773	2356137	2356137:11	It will not cost significantly much more memory as some implicitly seem to suggest.	p	['OnlySentiment']					85	149
3841	5620985	5620985:57	It's working great!.	p	['Usability']					22	35
1351	5571519	5571519:18	There is vast of Information Extraction algorithms, to name a few: regular expressions, statical methods, machine learning based, dictionaries, etc.	p	['Others']					150	114
2797	2994304	2994304:59	Eclipse RCP uses Eclipse's own SWT, which means you need the native SWT libraries.	o	['Performance']					84	64
1455	4991084	4991084:47	Would you like to say something about when it is good to move from container based security to alternatives like shiro or others?	o	['Others']					131	109
145	5059224	5059224:61	My own preference, for its combination of simplicity, power, and performance, is XOM.	p	['Bug']					87	263
3398	267306	267306:2	At what point is it better to switch from java.net to java.nio?	o	['Usability']		clarification			65	48
2725	26458	26458:161	That is the netbeans one which has been ported.	p	['Performance']		suggestion			49	67
1831	16781085	16781085:9	You should avoid mixing AWT and Swing components within the same UI, they tend not to play well together.	n	['Others']					107	95
2013	20639844	20639844:16	If so, serve your site over https and it won't be a problem.	o	['Others']					62	89
693	1109307	1109307:37	If you write it yourself, it will probably be non-standard and you will have to maintain it yourself.	n	['OnlySentiment']					103	156
4381	309424	309424:89	Taking into account file one should first get a CODETERM1 instance.	o	[u'Compatibility']					69	11
2568	26458	26458:4	@mKorbel SAF is deprecated, Swing is not.	o	['Others']					43	71
3222	1688099	1688099:25	The javabean getters/setters have other purposes in other layers and does not slowdown so I would just keep them there.	o	['Usability']					121	53
3524	309424	309424:19	You to know and specify the character encoding for the stream, or you have character encoding bugs, since you will be using a randomly chosen encoding depending on which machine/operating system/platform or version thereof your code is run on.	o	['Usability']					245	44
134	5059224	5059224:50	Java supports two methods for XML parsing out of the box.	p	['Bug']		explain			59	268
1382	1410408	1410408:12	You can use URL_https://github.com/samtingleff/jchronic [JChronic] , the Java port of URL_http://chronic.rubyforge.org/ [Chronic] .	o	['Others']					133	112
1546	268129	268129:28	The Logic goes in to Session Beans, and these Session Beans are bundled within a single jar as an Java EE artifact with a ejb-jar.xml file (in EJB3, this will likely be practically empty).	o	['Others']					190	105
4134	1802915	1802915:19	Or use repeat(), which doesn't require the empty string at the start and is arguably clearer in intent (see my answer).	p	['Usability']					121	23
2145	8938752	8938752:43	(Before you ask, some of the libraries you mention will merrily install themselves as servlets; this allows your code to just describe the business logic of the servlet and declare how mapping to the wire is done in abstract terms.	p	['Others']					233	84
3836	5620985	5620985:52	It provides a lot of great features, also a intuitive DSL for SQL and a extremly customable reverse- engineering approach.	p	['Usability']					124	35
3136	338586	338586:125	+1 The way it encodes/decodes to maps, lists and primitive objects appeals to my Python experience too.	o	['Usability']					105	55
4323	309424	309424:31	 Hat tip goes also to URL_http://stackoverflow.com/users/68127/jacob-gabrielson [Jacob,] who once pointed me to the said article.	o	['Usability']					131	16
520	5415111	5415111:6	I know it's Java, and we're not into the whole brevity thing, but that's a little much.	n	['Documentation']					89	173
2422	7358775	7358775:111	Another weak area is theming.	o	['Others']					31	75
1764	5802639	5802639:15	To really think about JPA, you need to think about your data as _data_ and not organizational stuff; you have a triplet, basically, which means your NoSQL data items consist of three data items (predicate, subject, object, like you've used.)	o	['Others']					243	97
4114	354837	354837:102	One should always strive to slot a level of interdirection and hide an implementation even if it is clogging with your own logging.	o	['Usability']					133	24
